beneficiadoRenunciaFiscal,cnpj,convenios,emitiuNFe,favorecidoDespesas,favorecidoTransferencias,habilitadoRenunciaFiscal,isentoImuneRenunciaFiscal,nomeFantasia,participanteLicitacao,possuiContratacao,razaoSocial,sancionadoCEAF,sancionadoCEIS,sancionadoCEPIM,sancionadoCNEP
True,02558157000162,False,True,True,False,False,False,,True,True,TELEFONICA BRASIL S.A.,False,False,False,False
